title,date,display date,photo url,caption,body,read more url
Team honors Quan during game against UC Riverside,"February 9, 2013",Feb. 9,http://a.scpr.org/i/8f7431797192ee7f8fc9c5e2b3fad381/54848-wide.jpg,Photo: Corey Moore/KPCC,"The Cal State Fullerton women's basketball team honors Monica Quan at its afternoon game against UC Riverside at Titan Gym on the Fullerton campus. Quan, who was killed last weekend in Irvine along with her boyfriend, was in her second season as an assistant basketball coach with the Titans. The game is the first for the Titan women's basketball team since Quan's murder. (KPCC)",http://www.scpr.org/news/2013/02/09/35897/cal-state-fullerton-womens-basketball-team-remembe/
"Task force forms, but without San Bernardino County","February 9, 2013",Feb. 9,,,"L.A. Weekly reports the L.A. and Irvine Police Departments form a joint task force in the search for Dorner. The task force includes the Riverside Police Department, the FBI and the U.S. Marshals Services. ""Noticeably absent from the list is the San Bernardino County Sheriff's Department, which has been searching the Big Bear area for the disgraced former L.A. cop after his truck was found there Thursday morning."" (L.A. Weekly)",http://blogs.laweekly.com/informer/2013/02/christopher_dorner_manhunt_joint_task_force_lapd_irvine_riverside.php
FAA warns of Dorner's ability to fly,"February 9, 2013",Feb. 9,,,"The Transportation Security Agency cautions airports and pilots that Dorner was believed to have received flight training while in the Navy, ""but the extent of his potential flying skills is unknown."" (TSA)",http://projects.scpr.org/static/documents/?doc=602915-tsa-security-advisory-about-christopher-dorner
Protection of LAPD personnel reaches 50 families ,"February 9, 2013",Feb. 9,,,"L.A. Weekly's Dennis Romero reports that 50 families of LAPD personnel have protection details, according to LAPD Chief Charlie Beck. (L.A. Weekly)",https://twitter.com/dennisjromero/status/300412641476767745
LAPD chief meets with women mistakenly shot in Torrance by officers,"February 9, 2013",Feb. 9,,,"LAPD Chief Charlie Beck meets with 47-year-old Margie Carranza and her 71-year-old mother, Emma Hernandez. The two were shot while delivering newspapers before dawn on Feb. 7 after LAPD police officers thought their truck looked like one being driven by Dorner, who earlier that morning had allegedly shot at several officers in Riverside, killing one of them. The AP reports they will get a new pickup truck courtesy of the department. (ABC7/AP)",
Chief says department will reopen case that led to Dorner's firing,"February 9, 2013",Feb. 9,,,"LAPD Cmdr. Andrew Smith says the department will reopen the investigation that apparently has led Dorner to seek revenge against former colleagues who he believed cost him his law enforcement career. Police Chief Charlie Beck tells KCBS-TV the department will thoroughly re-examine Dorner's allegation to ensure the public that the LAPD is fair and transparent. He says if Dorner wants to surrender, the LAPD will ""be happy to hear what he has to say."" (KPCC)",http://www.scpr.org/blogs/news/2013/02/09/12489/lapd-manhunt-day-3-dorner-search-continues-he-can-/
"Broken axle on truck before fire, or caused by towing for investigation?","February 9, 2013",Feb. 9,,,"Police officials in Irvine confirm that Dorner's truck had a broken axle, according to Tami Abdollah from the Associated Press, but can't confirm if it occurred prior to it being set on fire or when authorities towed it from the Big Bear area for analysis. (AP)",https://twitter.com/latams/status/300422357091221504
Evidence recovered from storage locker in Buena Park,"February 9, 2013",Feb. 9,"http://maps.googleapis.com/maps/api/staticmap?center=33.86728,-117.997627&zoom=9&size=300x300&maptype=roadmap&markers=color:blue%7C33.86728,-117.997627&sensor=false",Photo: Google Static Maps API,Irvine police Lt. Julia Engen says evidence was collected late Friday night from a storage locker in Buena Park as part of the Dorner search/investigation. Engen wouldn't elaborate on the nature of the evidence or say who had rented the storage unit. (AP),http://m.apnews.com/ap/db_268743/contentdetail.htm?contentguid=ZbFQsHL8
Report: Man claiming to be Dorner calls father of Monica Quan,"February 9, 2013",Feb. 9,,,"ABC News reports that a man identifying himself as Dorner called Randall Quan some four days after Monica Quan and her fiance, Keith Lawrence, were found shot to death. On Monday, a federal agent says the phone call was a prank, according to the AP's Tami Abdollah. (ABC)",http://abcnews.go.com/US/christopher-dorner-manhunt-victims-family-taunting-call-man/story?id=18444041
New surveillance video surfaces of man believed to be Dorner,"February 9, 2013",Feb. 9,"http://maps.googleapis.com/maps/api/staticmap?center=32.685186,-117.112198&zoom=9&size=300x300&maptype=roadmap&markers=color:blue%7C32.685186,-117.112198&sensor=false",Photo: Google Static Maps API,"Surveillance video released Saturday shows a man believed to be Dorner throwing items into a trash bin behind a National City business on Monday, according to an ABC10 report. ""The video, which was obtained exclusively by CNN, was recorded at about 9 a.m. Monday in an alley behind Platinum Auto Sports on National City Boulevard. The video appears to show Dorner pull up in a gray Nissan pickup, get out and begin throwing items into the trash bin."" According to the report, an employee found a magazine full of bullets, a military belt and a helmet. (ABC10)",http://www.10news.com/news/surveillance-video-shows-man-believed-to-be-dorner-throwing-items-into-trash-bin-in-national-city-02092013
LAPD captain taking threat seriously ,"February 9, 2013",Feb. 9,,,"An LAPD captain takes the threat against him seriously, according to an Orange County Register report. Capt. Phil Tingirides, whom Dorner named in his ""manifesto,"" told the newspaper he hasn't been able to leave his home since he learned Christopher Dorner was allegedly seeking revenge against former LAPD colleagues. (O.C. Register)",http://www.ocregister.com/news/tingirides-495306-dorner-police.html
Camping gear also found in Dorner's truck ,"February 9, 2013",Feb. 9,"http://maps.googleapis.com/maps/api/staticmap?center=34.227416,-116.882&zoom=9&size=300x300&maptype=roadmap&markers=color:blue%7C34.227416,-116.882&sensor=false",Photo: Google Static Maps API,"As helicopters equipped with heat-seeking technology resume search for Dorner in the mountains near Big Bear, authorities say camping gear was found, along with weapons, inside his burned truck. LAPD Sgt. Rudy Lopez said Sunday that the truck was so charred that investigators couldn't be more specific about the nature of its contents. (AP)",
County supervisors offer reward,"February 9, 2013",Feb. 9,http://a.scpr.org/i/539483bba3b320280b9ec3f39932318a/54852-wide.jpg,Erika Aguilar/KPCC,"Los Angeles County Supervisors Michael D. Antonovich and Mark Ridley-Thomas offer a $100,000 reward for information leading to Dorner's capture. (ABC7)",http://abclocal.go.com/kabc/story?section=news/local/inland_empire&id=8984280
Million-dollar reward offered for Dorner's capture,"February 10, 2013",Feb. 10,http://a.scpr.org/i/c02981887ace7f794a3e05e4d0a0e317/54854-wide.jpg,Photo: Chris Carlson/AP,"The LAPD and other law enforcement agencies offer a $1 million reward for Dorner's capture. A tip line — (213) 486-6860 — is also established. Los Angeles Mayor Antonio Villaraigosa stresses his support and pride for the work law enforcement agencies have done to date and said it is a matter of time before Dorner is caught. ""We will not tolerate this reign of terror,"" he said. LAPD Chief Charlie Beck said the reward is the largest local reward to date and came together easily with an outpouring support of individual donors, in addition to help from employee agencies statewide. (KPCC)",http://www.scpr.org/news/2013/02/10/35898/reward-announced-in-lapd-manhunt-for-christopher-d/
Women mistakenly shot leave the hospital,"February 10, 2013",Feb. 10,http://a.scpr.org/i/59220e3c9231217ac1e8bd84315d385e/54689-six.jpg,Photo: Chris Carlson/AP,"Two women shot and wounded early Thursday by LAPD officers on a protection detail in Torrance are released from the hospital. Margie Carranza, 47, and her mother Emma Hernandez, 71, were delivering newspapers when officers fired as many as 50 bullets at their truck. The officers had been assigned to protect a high-ranking LAPD official who'd been named in the “manifesto” posted online by murder suspect Christopher Dorner. Attorney Glen Jonas, who represents the women, says they tried to cover their heads when the shooting began. He says they prayed they would survive. Hernandez was struck in the back by two shots. (KPCC)",http://www.scpr.org/news/2013/02/10/35901/attorneys-call-mistaken-identity-police-shooting-t/
"Lawyer in second mistaken shooting: ""Police were reckless""","February 10, 2013",Feb. 10,"http://maps.googleapis.com/maps/api/staticmap?center=33.855057,-118.378158&zoom=14&size=300x300&maptype=roadmap&markers=color:blue%7C33.855057,-118.378158&sensor=false",Photo: Google Static Maps API,"A lawyer for Dan Perdue says police were reckless when they riddled his client's Honda Ridgeline pickup truck with bullets while guarding the home of a law enforcement official targeted by Dorner. The pickup resembled Dorner's Nissan Titan. After driving away, the Ridgeline was hit by a squad car. Perdue attorney Robert Sheahen tells the Daily Breeze of Torrance that the pickup spun around, and officers began shooting. Perdue wasn't wounded. A police department statement says Perdue's vehicle was suddenly leaving the area, and officers on heightened alert took appropriate measures. (Torrance Daily Breeze)",http://bit.ly/12F0uON
Riverside officer identified,"February 10, 2013",Feb. 10,http://a.scpr.org/i/bef21a0988ed0f333cb18a76b97e3e2b/54855-wide.jpg,Photo: Riverside Police Department,"The Riverside Police officer Dorner is accused of killing is identified as 34-year-old Michael Crain. Crain is a former Marine and Redlands native who served two tours in Kuwait and was promoted to sergeant with the 15th Marine Expeditionary Unit, 3rd Battalion 1st Marines. Crain earned multiple honors during his time in the Marines, including a rifle marksmanship badge. He was honorably discharged from the Marine Corps and joined the Riverside Police Department in 2001. Crain served with the Riverside Police Department's SWAT team and also worked as a firearms instructor and a field training officer. (KPCC)",http://www.scpr.org/news/2013/02/10/35898/reward-announced-in-lapd-manhunt-for-christopher-d/
Increased security evident at the Grammy's,"February 10, 2013",Feb. 10,,,There is a heavier-than-usual police presence at the Grammy Awards as the search for Dorner continues. Police Cmdr. Andy Smith says the always heavily guarded Grammys will see even more officers at Staples Center Sunday. (AP),
Northridge responds to Dorner sighting,"February 10, 2013",Feb. 10,"http://maps.googleapis.com/maps/api/staticmap?center=34.239018,-118.557072&zoom=9&size=300x300&maptype=roadmap&markers=color:blue%7C34.239018,-118.557072&sensor=false",Photo: Google Static Maps API,"Later determined to have been triggered by a husband and wife dispute, the LAPD and local law enforcement agencies respond to the Northridge area after a report of possible sighting of a man who resembles Dorner near Fashion Mall. News helicopters show police helping customers and employees leave a Lowe's Home Improvement store. (AP/KTLA/KABC/KCBS/KNBC)",http://losangeles.cbslocal.com/2013/02/10/officials-check-out-report-of-possible-dorner-sighting-in-northridge/
Tactical alert lifted,"February 11, 2013",Feb. 11,,,LAPD lifts tactical alert allowing supervisors to keep officers past their shifts as the search for Dorner enters the fifth day. (AP),
Schools re-open in Big Bear,"February 11, 2013",Feb. 11,"http://maps.googleapis.com/maps/api/staticmap?center=34.227416,-116.882&zoom=7&size=300x300&maptype=roadmap&markers=color:blue%7C34.227416,-116.882&sensor=false",Photo: Google Static Maps API,Schools in Big Bear open with extra security as police continue to search for Dorner. (L.A. Times),http://latimesblogs.latimes.com/lanow/2013/02/dorner-manhunt-big-bear-schools-reopen-with-extra-security.html
LAPD exploring more than 600 tips,"February 11, 2013",Feb. 11,http://a.scpr.org/i/c02981887ace7f794a3e05e4d0a0e317/54854-wide.jpg,Photo: Chris Carlson/AP,"Los Angeles Police Chief Charlie Beck Monday said a $1 million reward offer has prompted hundreds of tips on Christopher Dorner, the fugitive ex-LAPD officer who allegedly murdered three people and promised to kill more in revenge for his termination from the department. “We’re getting tips … like crazy,” Beck said. “Hopefully there’s a nugget in there that will lead us to his capture.” They've received approximately 600 tips, Beck said. The chief said detectives are pouring over all of the leads, which are coming in from throughout Southern California. (KPCC)",http://www.scpr.org/news/2013/02/11/35912/lapd-manhunt-1-million-reward-prompts-flood-of-tip/
Murder charges filed in connection with officer's death,"February 11, 2013",Feb. 11,,,"Authorities on Monday file murder charges against Dorner and issue a no-bail arrest warrant. The charges include special circumstances, which would make Dorner eligible for the death penalty if prosecutors decide to pursue it and if he’s convicted. Michael Crain, an 11-year-veteran of the Riverside Police Department, was the training officer allegedly killed by Dorner in an ambush shooting early Thursday. Dorner has also been charged with three counts of attempted murder for shooting at Crain’s partner and two LAPD officers in Corona minutes before ambushing the Riverside officers. Officials are withholding the identities of those three officers because Dorner is still at large. (KPCC)",http://www.scpr.org/news/2013/02/11/35912/lapd-manhunt-1-million-reward-prompts-flood-of-tip/
Search continues in Big Bear,"February 11, 2013",Feb. 11,,,Authorities in Big Bear Lake continue to search more than 30 square miles day and night for Dorner. San Bernardino County Sheriff's Department spokeswoman Jodi Miller says there are 30 deputies canvassing the Big Bear area and checking on roughly 600 cabins in the manhunt for the 33-year-old fugitive. (AP),
Flags at half-staff,"February 11, 2013",Feb. 11,,,LA city flags fly at half-staff in honor of slain Riverside Police Officer Michael Crain. Officials say they will remain so until the conclusion of Wednesday's memorial service. (KPCC),
"Police, others deny drone search for Christopher Dorner, but not all do","February 11, 2013",Feb. 11,http://a.scpr.org/i/12bd4e13e9622b33b8a90edf29e34696/54943-wide.jpg,Photo: Erika Aguilar/KPCC,There's been a buzz around whether unmanned drone aircraft are being used in the search for murder suspect and fugitive ex-LAPD officer Christopher Dorner in the Los Angeles area. The story first surfaced in the British tabloid the Daily Express. KPCC reporters set out to verify or debunk the report. Some police agencies — including the Los Angeles Police Department — flatly denied they were using drones. But others were coy. (KPCC),http://www.scpr.org/blogs/news/2013/02/11/12509/buzz-about-drones-dorner-manhunt-which-police-agen/
Increased police presence at border crossings ,"February 11, 2013",Feb. 11,"http://maps.googleapis.com/maps/api/staticmap?center=32.542689,-117.030144&zoom=13&size=300x300&maptype=roadmap&markers=color:blue%7C332.542689,-117.030144&sensor=false",Photo: Google Static Maps API,"The search for Dorner creates heavy traffic backups at California border crossings into Mexico, as agents are more closely inspecting each car. State police in Mexico's Baja California were given photographs of Dorner and warned to consider him armed and extremely dangerous. Riverside County District Attorney Paul Zellerbach says authorities believe Dorner will emerge at some point and try to continue carrying out his vendetta. ""I don't think he's done,"" Zellerback said. ""Just read his manifesto and look at his actions. He's trying to send a message, and it would be my belief that his message is not completed yet."" (AP)",
Document filed last week speculated Dorner fled to Mexico,"February 11, 2013",Feb. 11,,,"The L.A. Times reports Dorner could have fled to Mexico, based on federal court documents filed on Feb. 7, and may have been helped by an associate identified only as “JY."" Meanwhile, the AP's Tami Abdollah reports that authorities no longer believe Dorner fled to Mexico, but at the time of Thursday's filing it was the best lead.(L.A. Times/AP)",http://documents.latimes.com/us-marshal-dorner-may-have-fled-mexico/
Police investigate tip on SCUBA purchase,"February 12, 2013",Feb. 12,"http://maps.googleapis.com/maps/api/staticmap?center=33.835275,-118.353224&zoom=13&size=300x300&maptype=roadmap&markers=color:blue%7C333.835275,-118.353224&sensor=false",Photo: Google Static Maps API,Police review tape released by TMZ that supposedly shows Dorner buying scuba equipment at a Sport Chalet store in Torrance days before he is accused of killing two people in Irvine and allegedly going on a shooting spree in the Inland Empire. (KPCC),http://www.scpr.org/news/2013/02/12/35922/update-school-closes-due-dorner/
School closes as precaution,"February 12, 2013",Feb. 12,http://a.scpr.org/i/5f5645026424deb55109cdc8f64ebd5a/54977-wide.jpg,Photo: Brian Watt/KPCC,Holy Angels School in Arcadia closes because a relative of the pastor of Holy Angels Parish is named in Dorner’s manifesto. (KPCC),http://www.scpr.org/news/2013/02/12/35922/update-school-closes-due-dorner/
Man thought to be Dorner surfaces,"February 12, 2013",Feb. 12,,,"12:20 p.m. San Bernardino County sheriff's spokeswoman Jodi Miller says a stolen vehicle report from a residence was received. ""The reporting party identified the suspect as looking like Christopher Dorner, but that has not been confirmed,"" Miller said. A suspect stole a vehicle described as a white 2008 Dodge pickup and fled the scene. (KPCC)",http://www.scpr.org/news/2013/02/12/35922/update-school-closes-due-dorner/
CDFW involved in shootout with man suspected to be Dorner,"February 12, 2013",Feb. 12,,,"12:45 p.m. A California Department of Fish and Wildlife officer traveling on Highway 38 recognized a man who fit Dorner’s description in a car traveling in the opposite direction. The wildlife officer pursued the car, and a shooting ensued. The CDFW vehicle was shot numerous times. The suspect escaped on foot. There was an immediate call for backup, which included law enforcement officers from CDFW and other agencies. (CDFW news release)",
Authorities respond to possible sighting,"February 12, 2013",Feb. 12,"http://maps.googleapis.com/maps/api/staticmap?center=34.169914,-116.893029&zoom=13&size=300x300&maptype=roadmap&markers=color:blue%7C334.169914,-116.893029&sensor=false",Photo: Google Static Maps API,1:08 p.m. NBCLA reports that authorities are responding to a report of a possible reckless driver and shots fired in Big Bear.,https://twitter.com/taketwo/status/301437306760466434
Roads closed as chase ensues,"February 12, 2013",Feb. 12,https://pbs.twimg.com/media/BC8JEDACQAA-g-O.jpg:large,Photo: Rina Palta/KPCC,"1:16 p.m. Highways 38, 18 and 330 are closed, according to NBCLA. ",https://twitter.com/SBCOUNTYFIRE/status/301451834214723584
"Suspect steals vehicle, ties up couple, attempts to flee","February 12, 2013",Feb. 12,"http://maps.googleapis.com/maps/api/staticmap?center=34.233661,-116.861744&zoom=13&size=300x300&maptype=roadmap&markers=color:blue%7C334.233661,-116.861744&sensor=false",Photo: Google Static Maps API,"1:39 p.m. The Associated Press reports a law enforcement official says authorities believe Dorner committed a residential burglary of a cabin and had a couple tied up in the cabin along Club View Drive in Big Bear City. One was able to get away and call authorities. The L.A. Times reports authorities believe Dorner broke into a cabin days ago in the San Bernardino Mountains. Then a man believed to be Dorner was spotted by state Fish and Wildlife officers in a white pickup truck, the source said. When they attempted to stop him, Dorner crashed the truck during a chase and exchanged gunfire with the officers as he fled into another cabin, where he was quickly surrounded by San Bernardino County sheriff’s deputies, the source said. (L.A. Times/AP)",https://twitter.com/AP/status/301445444180004864
Police locate vehicle reported as stolen,"February 12, 2013",Feb. 12,"http://maps.googleapis.com/maps/api/staticmap?center=34.171192,-116.893158&zoom=13&size=300x300&maptype=roadmap&markers=color:blue%7C334.171192,-116.893158&sensor=false",Photo: Google Static Maps API,Authorities locate truck reported stolen by suspect authorities believe to be Dorner.,
FAA issues no fly order near Big Bear ,"February 12, 2013",Feb. 12,,,"1:44 p.m. Federal Aviation Administration (FAA) issues a three-mile radius, 13,000-foot high temporary flight restriction over Big Bear cabin until futher notice. (FAA) ",http://tfr.faa.gov/save_pages/detail_3_8018.html#restrictions
,"February 12, 2013",Feb. 12,,,1:45 p.m. KCAL reports two people shot in apparent shootout with Dorner in Big Bear.,
Schools on lockdown,"February 12, 2013",Feb. 12,http://a.scpr.org/i/b8c6164b9534fd5e7986e8b46fdc3b49/54990-wide.jpg,Photo: Thomas R. Cordova/Twitter,"1:47 p.m. Officials put four Big Bear area schools on lockdown: Baldwin Lane Elementary, Fallsvale Elementary, Chautaqua High School, Mentone Elementary and Big Bear High School. Officials warning parents of students not to go near the schools. (KPCC)",https://twitter.com/lolosen/status/301447437216780288
,"February 12, 2013",Feb. 12,,,1:49 p.m. The U.S Forest Service reports that none of their personnel has been injured in the shootout. (KPCC),
,"February 12, 2013",Feb. 12,"http://maps.googleapis.com/maps/api/staticmap?center=34.186175,-116.913006&zoom=10&size=300x300&maptype=roadmap&markers=color:blue%7C334.186175,-116.913006&sensor=false",Photo: Google Static Maps API,"1:51 p.m. - Officials respond to Glass Road and 7 Oaks Road, where two officers are reported injured. (ABC7)",http://t.co/w4qQCMBl
,"February 12, 2013",Feb. 12,https://pbs.twimg.com/media/BC8VvwiCYAEHHbP.jpg:large,Photo: Wendy Lee/KPCC,"2:04 p.m. Two injured officers are expected to be airlifted to nearest the trauma center, likely probably Loma Linda. (ABC7)",http://abclocal.go.com/kabc/livenow?id=8990289
,"February 12, 2013",Feb. 12,,,2:07 p.m. Smoke canisters used during shootout to obscure suspect's visibility so officers could rescue wounded deputy. (KNBC),https://twitter.com/passantino/status/301452570369613825
Lockdowns lifted at three schools; Fallsvale Elem. remains locked down,"February 12, 2013",Feb. 12,"http://maps.googleapis.com/maps/api/staticmap?center=34.086271,-116.913199&zoom=10&size=300x300&maptype=roadmap&markers=color:blue%7C334.086271,-116.913199&sensor=false",Photo: Google Static Maps API,"2:10 p.m. Lockdown lifted for three Big Bear area schools: Baldwin Lane Elementary, Chautaqua High School, Big Bear High School. Fallsvale Elementary remains locked down. (KPCC)",http://www.scpr.org/news/2013/02/12/35922/update-school-closes-due-dorner/
,"February 12, 2013",Feb. 12,"http://maps.googleapis.com/maps/api/staticmap?center=34.186175,-116.913006&zoom=10&size=300x300&maptype=roadmap&markers=color:blue%7C334.186175,-116.913006&sensor=false",Photo: Google Static Maps API,2:10 p.m. The owner of the cabin where a man thought to be Dorner is hiding says her cabin has lots of windows so the suspect has high visibility of cops.,
"Officers ""very close"" to cabin when gunfire exchanged","February 12, 2013",Feb. 12,,,"2:20 p.m. San Bernardino County sheriff's spokeswoman Cindy Bachman says officers were ""very close"" to the cabin when they exchanged gunfire with the suspect, and two officers were hurt.",https://twitter.com/PaulG57/status/301455785844695041
LAPD SWAT team heads toward Big Bear area,"February 12, 2013",Feb. 12,"http://maps.googleapis.com/maps/api/staticmap?center=34.186175,-116.913006&zoom=10&size=300x300&maptype=roadmap&markers=color:blue%7C334.186175,-116.913006&sensor=false",Photo: Google Static Maps API,"2:22 p.m. LAPD SWAT is reported to be en route to Big Bear, where a man suspected to be Dorner is barricaded inside a cabin. (KPCC)",https://twitter.com/KPCC/status/301456071346765825
LAPD news conference,"February 12, 2013",Feb. 12,,,3 p.m. LAPD Spokesman Andrew Smith says the department stands by ready to assist the San Bernardino Sheriff's Department in the ongoing situation involving suspect thought to be Dorner. (KPCC),
Arrowhead Medical Center on alert for victims,"February 12, 2013",Feb. 12,"http://maps.googleapis.com/maps/api/staticmap?center=34.074168,-117.350957&zoom=10&size=300x300&maptype=roadmap&markers=color:blue%7C334.074168,-117.350957&sensor=false",Photo: Google Static Maps API,3:07 p.m. Arrowhead Medical Center spokesperson tells KPCC's Erika Aguilar the facility is on alert but no officers have arrived. (KPCC),https://twitter.com/erikaaaguilar/status/301466323114921986
Media asked to stop tweeting,"February 12, 2013",Feb. 12,http://a.scpr.org/i/27afe6a122feb10b4d91fe69899bf1ec/54993-wide.jpg,Photo: Screengrab,3:12 p.m. The San Bernardino County's District Attorney's Office tweets that the sheriff's department has asked all members of the press to stop tweeting immediately as it could affect officer safety in the search for Dorner. The tweet making the request has since been deleted.,
Reports: officer has died as result of injuries suffered in shootout,"February 12, 2013",Feb. 12,"http://maps.googleapis.com/maps/api/staticmap?center=34.074168,-117.350957&zoom=12&size=300x300&maptype=roadmap&markers=color:blue%7C334.074168,-117.350957&sensor=false",Photo: Google Static Maps API,"3:22 p.m. KCAL9's Jeff Nguyen and the L.A. Times reports that one of the San Bernardino Sheriff's deputies dies at Loma Linda Medical Center, following a police shoot out with suspect thought to be Dorner. U.S. Rep. Paul Cook confirms to KPCC's Kitty Felde that one of the injured officers has died.",https://twitter.com/jeffnguyen/status/301471264122494977
,"February 12, 2013",Feb. 12,,,"4:08 p.m. Via Jon Passantino, KCBS reporter Carter Evans at the scene of the barricade situation in San Bernardino mountains says he hasn't heard gun shots in an hour. (CBS)",https://twitter.com/passantino/status/301482758159622144
,"February 12, 2013",Feb. 12,,,"4:13 p.m. Via Jon Passantino, KCBS reporter Carter Evans reports ""green tinted gas"" is rising from the cabin Dorner is believed to bne barricaded. (KCBS)",https://twitter.com/passantino/status/301484151901675520
Fire begins at cabin,"February 12, 2013",Feb. 12,,,"4:13 p.m. Via Jon Passantino, KCBS reporter Carter Evans reports that the cabin where Dorner is thought to be staying is on fire. (KCBS)",https://twitter.com/passantino/status/301485460390301696
Sheriff confirms deputy was shot and killed in shoot out,"February 12, 2013",Feb. 12,http://a.scpr.org/i/f7549fec9f34b3a17112159ed84cc0fa/54997-wide.jpg,Photo: Mae Ryan/KPCC,4:22 p.m. San Bernardino County Sheriff John McMahon confirms a deputy died at Loma Linda Medical Center following a shoot out earlier in the day with a suspect thought to be Dorner. (KPCC),https://twitter.com/thewendylee/status/301486758808391680
"""Single gunshot heard""","February 12, 2013",Feb. 12,,,"4:38 p.m. Via Jon Passantino, KCBS reporter Carter Evans on the scene, and ABC7 on its news broadcast, report that once the fire began, a single gunshot was heard from within the cabin. (KCBS)",https://twitter.com/ABC7/status/301491372886720513
Second injured officer expected to survive,"February 12, 2013",Feb. 12,"http://maps.googleapis.com/maps/api/staticmap?center=34.074168,-117.350957&zoom=12&size=300x300&maptype=roadmap&markers=color:blue%7C334.074168,-117.350957&sensor=false",Photo: Google Static Maps API,4:40 p.m. KPCC's Wendy Lee reports from Loma Linda Medical Center that a second San Bernardino County Sheriff's deputy injured Tuesday in a shootout with the suspect is in surgery and expected to survive. (KPCC),
No indication of movement inside,"February 12, 2013",Feb. 12,,,"4:47 p.m. The San Bernardino Sun reports the cabin is fully engulfed in flames, with no movement inside. (San Bernardino Sun)",http://www.sbsun.com/ci_22571183/fugitive-ex-la-cop-charged-murder-officer
Fire continues,"February 12, 2013",Feb. 12,,,"4:56 p.m. Via Jon Passantino, KCBS reporter Carter Evans reports the cabin structure is beginning to collapse. (KCBS)",https://twitter.com/passantino/status/301494403627905024
Spokeswoman: not confirmed though authorities have reason to believe suspect is Dorner,"February 12, 2013",Feb. 12,http://a.scpr.org/i/2ed7f606a55dd41e39eac83b5eae800c/55006-wide.jpg,KPCC,"5:16 p.m. San Bernardino County sheriff's spokeswoman Cindy Bachman tells CBS2 on air there hasn't been additional gunfire coming from the cabin since it started on fire. Bachman says authorities have reason to believe the suspect is still inside the cabin and that the individual is Christopher Dorner. ""However, we have not absolutely confirmed that,"" she said. (CBS2)",
AP: Man inside cabin never emerged,"February 12, 2013",Feb. 12,,,5:27 p.m. The AP's Tami Abdollah reports that the man believed to be Dorner never emerged from the burning cabin. (AP),https://twitter.com/latams/status/301502726381129728
L.A. Times report details timeline of events at the burning cabin,"February 12, 2013",Feb. 12,"http://maps.googleapis.com/maps/api/staticmap?center=34.186175,-116.913006&zoom=10&size=300x300&maptype=roadmap&markers=color:blue%7C334.186175,-116.913006&sensor=false",Photo: Google Static Maps API,"5:58 p.m. The L.A. Times reports that police had broken down windows, pumped in tear gas and blasted a loud speaker urging the man suspected of being Dorner to surrender. When they got no response, police deployed a vehicle to rip down the walls of the cabin ""one by one, like peeling an onion,"" a law enforcement official said. By the time they got to the last wall, authorities heard a single gunshot, the source said. Then flames began to spread through the structure, and gunshots, probably set off by the fire, were heard. Dorner's body has not been found. The police search will be focused in the basement area, the source said. (L.A. Times)",http://latimesblogs.latimes.com/lanow/2013/02/christopher-dorner-police-demolish-cabin-hear-single-gunshot.html
,"February 12, 2013",Feb. 12,http://a.scpr.org/i/5ec13e002f2dae9f588ff8f927a91f21/55013-wide.jpg,Photo: Mae Ryan/KPCC,6:34 p.m. San Bernardino County Sheriff's department confirms to KPCC's Wendy Lee that the body of the deputy who died was transported to coroner's office. (KPCC),
Hiding spot's proximity to command post a matter of feet,"February 12, 2013",Feb. 12,http://a.scpr.org/i/57aa6edf01042bb6792a3a30cf9fe7b0/55010-full.jpg,Photo: Grant Slater/KPCC,7:03 p.m. KPCC visual journalist Grant Slater captured this photo showing the proximity of the cabin where Dorner was reportedly hiding earlier this week and the command center used by authorities. The building on the right was central command for the search; the building on the left is where Dorner reportedly stayed.,http://www.scpr.org/news/2013/02/12/35922/update-school-closes-due-dorner/
No confirmation from LAPD,"February 12, 2013",Feb. 12,,,"7:14 p.m. KPCC's Erika Aguilar reports that the LAPD says that it hasn't confirmed or made any statements regarding a body being located, removed or identified from the location in San Bernardino County. (KPCC)",
"Paper quotes Riverside police chief as source confirming Dorner's death, statement later retracted","February 12, 2013",Feb. 12,,,"7:32 p.m. The Press-Enterprise quotes Riverside Police Chief Sergio Diaz as saying that Dorner's body was found inside the burnt-down cabin. Less than an hour later, Diaz retracts his statement after Riverside police Assistant Chief Chris Vicino relayed a message to the city council from the chief that Dorner was in the cabin and was dead. (Press-Enterprise)
",http://www.pe.com/local-news/reports/dorner/dorner-headlines/20130212-dorner-manhunt-fugitive-dead-riverside-police-chief-says.ece
LAPD denies body has been removed from the cabin,"February 12, 2013",Feb. 12,,,"8:06 p.m. LAPD Spokesman Andrew Smith disputes multiple reports that surfaced a little more than an hour earlier that authorities found a body in the burned-out remains of the cabin in which a man believed to be Dorner was hiding. Smith tells reporters in downtown L.A. that the ""burned cabin has not even been entered by investigators"" because it was too hot to be searched, that no body had been removed from the cabin's ruins and that no identification had yet been made. ""We are still in a holding pattern ... to see if there's a body in there, and if there's a body in there, to determine if it's Christopher Dorner,"" Smith said, adding that it might take days or weeks for DNA analysis, dental records identification or other methods that would be able to confirm the identity of any remains located in the cabin. The LAPD was expected to hold another press briefing at 8 a.m. Wednesday. Smith reiterates that the San Bernardino County Sheriff's department investigation has the lead on the investigation and will be conducting follow up. (News conference)",http://www.scpr.org/news/2013/02/12/35922/update-school-closes-due-dorner/
