Date,Strong El Niño years,Median year,2015-2016
2/8/16,88.45,53.52,35.65
2/9/16,88.59,54.53,35.65
2/10/16,88.59,55.55,35.65
2/11/16,97.1,56.62,35.65
2/12/16,99.79,57.4,35.65
2/13/16,102.34,58.27,35.65
2/14/16,102.62,58.99,35.65
2/15/16,103.61,59.52,35.65
2/16/16,103.68,60.08,35.65
2/17/16,103.68,60.77,36.55
2/18/16,103.68,61.35,38.86
2/19/16,103.68,62.32,38.86
2/20/16,103.68,63.17,38.86
2/21/16,103.73,64.05,38.86
2/22/16,103.76,64.82,38.86
2/23/16,103.76,65.72,38.86
2/24/16,104.25,66.34,38.86
2/25/16,104.28,66.97,38.86
2/26/16,104.29,67.52,38.86
2/27/16,106.77,68.21,38.86
2/28/16,111.94,69.48,38.86
3/1/16,112.14,70.77,38.86
3/2/16,112.52,71.7,38.86
3/3/16,112.56,72.25,38.86
3/4/16,112.56,72.93,38.87
3/5/16,112.57,73.63,39.72
3/6/16,113.6,74.3,43.78
3/7/16,115.18,74.81,46.54
3/8/16,118.58,75.47,47.41
3/9/16,119.47,75.62,47.42
3/10/16,119.48,75.94,47.42
3/11/16,122.83,76.44,49.25
3/12/16,123.89,76.72,50.65
3/13/16,124.01,77.09,50.72
3/14/16,124.01,77.46,50.89
3/15/16,124.01,78.08,50.89
3/16/16,124.01,78.75,50.89
3/17/16,124.01,79.26,50.89
3/18/16,124.12,79.65,50.89
3/19/16,124.39,80.09,50.89
3/20/16,130.23,80.71,50.89
3/21/16,130.97,81.25,50.89
3/22/16,132.49,81.66,51.05
3/23/16,132.49,82.05,51.05
3/24/16,132.49,82.35,51.05
3/25/16,132.49,83.04,51.05
3/26/16,132.68,83.42,51.05
3/27/16,132.89,83.89,51.05
3/28/16,133.34,84.35,51.14
3/29/16,133.39,84.55,51.28
3/30/16,133.39,84.77,51.46
3/31/16,134.13,85.13,51.46
4/1/16,142.59,85.72,51.55
4/2/16,144.34,86,51.55
4/3/16,151.11,86.28,51.55
4/4/16,152.05,86.56,51.55
4/5/16,152.17,86.78,51.55
4/6/16,156.04,87.1,51.62
4/7/16,162.3,87.42,51.89
4/8/16,162.37,87.67,52.61
4/9/16,162.37,87.91,53.62
4/10/16,162.37,88.09,54.03
4/11/16,162.37,88.38,54.09
4/12/16,162.37,88.69,54.09
4/13/16,162.37,88.87,54.09
4/14/16,162.37,89.15,54.09
4/15/16,162.37,89.35,54.1
4/16/16,162.37,89.47,54.1
4/17/16,162.37,89.71,54.1
4/18/16,162.37,90,54.1
4/19/16,162.37,90.17,54.1
4/20/16,162.37,90.47,54.1
4/21/16,162.37,90.68,54.1
4/22/16,162.37,90.85,54.1
4/23/16,162.37,90.92,54.1
4/24/16,162.37,90.96,54.1
4/25/16,162.37,91.15,54.6
4/26/16,162.37,91.41,54.64
4/27/16,162.37,91.62,54.67
4/28/16,162.37,91.88,54.86
4/29/16,162.37,92.1,54.86
4/30/16,162.58,92.25,55.07
5/1/16,162.88,92.35,55.13
5/2/16,162.89,92.42,55.13
5/3/16,162.89,92.51,55.13
5/4/16,162.89,92.59,55.13
5/5/16,162.89,92.71,55.39
5/6/16,162.89,92.85,56.57
5/7/16,162.89,92.98,57.15
5/8/16,162.89,93.17,57.18
5/9/16,162.89,93.37,57.18
5/10/16,162.89,93.92,
5/11/16,163.45,93.98,
5/12/16,163.71,94.07,
5/13/16,163.71,94.15,
5/14/16,163.71,94.22,
5/15/16,163.71,94.31,
5/16/16,163.71,94.35,
5/17/16,163.71,94.39,
5/18/16,163.71,94.45,
5/19/16,163.71,94.53,
5/20/16,163.71,94.56,
5/21/16,163.71,94.58,
5/22/16,163.94,94.63,
5/23/16,163.99,94.68,
5/24/16,163.99,94.71,
5/25/16,163.99,94.72,
5/26/16,163.99,94.75,
5/27/16,163.99,94.79,
5/28/16,163.99,94.87,
5/29/16,163.99,94.89,
5/30/16,163.99,94.9,
5/31/16,163.99,94.91,
6/1/16,163.99,94.93,
6/2/16,163.99,94.97,
6/3/16,163.99,94.99,
6/4/16,163.99,94.99,
6/5/16,163.99,95.1,
6/6/16,163.99,95.13,
6/7/16,163.99,95.15,
6/8/16,163.99,95.15,
6/9/16,163.99,95.18,
6/10/16,163.99,95.21,
6/11/16,163.99,95.23,
6/12/16,163.99,95.25,
6/13/16,163.99,95.26,
6/14/16,163.99,95.26,
6/15/16,163.99,95.28,
6/16/16,164.06,95.32,
6/17/16,164.06,95.34,
6/18/16,164.06,95.35,
6/19/16,164.06,95.35,
6/20/16,164.06,95.36,
6/21/16,164.06,95.36,
6/22/16,164.06,95.37,
6/23/16,164.06,95.37,
6/24/16,164.06,95.37,
6/25/16,164.06,95.37,
6/26/16,164.06,95.37,
6/27/16,164.06,95.37,
6/28/16,164.06,95.38,
6/29/16,164.06,95.38,
6/30/16,164.06,95.38,
7/1/16,164.06,95.38,
7/2/16,164.06,95.38,
7/3/16,164.06,95.38,
7/4/16,164.06,95.38,
7/5/16,164.06,95.39,
7/6/16,164.06,95.39,
7/7/16,164.06,95.4,
7/8/16,164.06,95.41,
7/9/16,164.06,95.42,
7/10/16,164.06,95.43,
7/11/16,164.06,95.44,
7/12/16,164.06,95.47,
7/13/16,164.06,95.49,
7/14/16,164.06,95.5,
7/15/16,164.08,95.5,
7/16/16,164.08,95.51,
7/17/16,164.08,95.52,
7/18/16,164.08,95.54,
7/19/16,164.08,95.59,
7/20/16,164.08,95.63,
7/21/16,164.08,95.64,
7/22/16,164.08,95.65,
7/23/16,164.08,95.66,
7/24/16,164.08,95.66,
7/25/16,164.08,95.68,
7/26/16,164.08,95.68,
7/27/16,164.08,95.68,
7/28/16,164.08,95.69,
7/29/16,164.08,95.7,
7/30/16,164.08,95.73,
7/31/16,164.08,95.75,
8/1/16,164.08,95.75,
8/2/16,164.08,95.76,
8/3/16,164.08,95.77,
8/4/16,164.08,95.78,
8/5/16,164.08,95.79,
8/6/16,164.08,95.79,
8/7/16,164.08,95.82,
8/8/16,164.08,95.83,
8/9/16,164.08,95.85,
8/10/16,164.08,95.88,
8/11/16,164.08,95.9,
8/12/16,164.08,95.92,
8/13/16,164.14,95.93,
8/14/16,164.15,95.94,
8/15/16,164.84,95.99,
8/16/16,164.84,96.01,
8/17/16,164.84,96.2,
8/18/16,164.84,96.29,
8/19/16,164.84,96.34,
8/20/16,164.84,96.35,
8/21/16,164.84,96.35,
8/22/16,164.84,96.35,
8/23/16,164.84,96.36,
8/24/16,164.84,96.37,
8/25/16,164.84,96.37,
8/26/16,164.84,96.38,
8/27/16,164.84,96.39,
8/28/16,164.84,96.39,
8/29/16,164.84,96.41,
8/30/16,164.84,96.42,
8/31/16,164.84,96.42,
9/1/16,164.84,96.43,
9/2/16,164.84,96.47,
9/3/16,164.84,96.49,
9/4/16,164.84,96.56,
9/5/16,164.9,96.65,
9/6/16,165.22,96.74,
9/7/16,165.94,96.77,
9/8/16,166.22,96.79,
9/9/16,166.22,96.81,
9/10/16,166.22,96.94,
9/11/16,166.22,97.08,
9/12/16,166.22,97.1,
9/13/16,166.22,97.11,
9/14/16,166.22,97.12,
9/15/16,166.22,97.22,
9/16/16,166.22,97.24,
9/17/16,166.22,97.33,
9/18/16,166.22,97.43,
9/19/16,166.22,97.57,
9/20/16,166.22,97.62,
9/21/16,166.22,97.63,
9/22/16,166.22,97.67,
9/23/16,167.24,97.71,
9/24/16,168.28,97.77,
9/25/16,168.28,97.87,
9/26/16,168.28,97.93,
9/27/16,168.28,97.95,
9/28/16,168.29,97.99,
9/29/16,168.29,98.04,
9/30/16,168.29,98.15,
